Tweet text,ID,Label,text_label,split
@savvv_f I miss you so much! I wish I were with you for the Christmas show!! ��,1813,0,Unlabeled,2
@motorolaindia where is nougat update for moto g4 play ?,1814,0,Unlabeled,2
great hatha this morning @yogaworks,1815,0,Unlabeled,2
"@DIRECTVService Started a dm convo. Gave you my info, now no response. Yet more awful DIRECTV/AT&amp;T customer service. C'mon get it together",1816,0,Unlabeled,2
@emilycristin8 Not relevant at all but lawd he’s fine,1817,0,Unlabeled,2
"@KFC_UKI twice in a row now with my box meaI haven't had a spoon,do you expect me to pick them up? #ouch #tomatofingers",1818,0,Unlabeled,2
"@AirAsiaSupport Need help with web check-in. For some reason it error'ed on me, tells me I've checked in- I haven't.",1819,0,Unlabeled,2
@AdobeCare   I have been waiting for over four hours to talk to someone from support am I still in the queue?,1820,0,Unlabeled,2
Is this how you fix the exhaust of your @AlfaRomeoCares in #Belarus ? https://t.co/xmEAVQSu6O,1821,0,Unlabeled,2
@vwcares How is it that every service center in the Chicagoland area is completely uncommitted to customer service? Never buying a VW again.,1822,0,Unlabeled,2
Marvel is finally moving forward on a solo Black Widow movie by hiring a writer! #Marvel #MCU #BlackWidow #movie https://t.co/9kZuNocmoq,1823,0,Unlabeled,2
@bobbixmorse So you’re like making this into a full video right?????,1824,0,Unlabeled,2
@NFL @NFLTotalAccess McAdoo McDaniels McDonalds Hmmm...see a pattern? They're all clowns...,1825,0,Unlabeled,2
@bateson87 Do****,1826,0,Unlabeled,2
@nalinashapiro4 @news4buffalo Gotcha.. still broke story,1827,0,Unlabeled,2
Thanks for this #christmasfairy #filter #snapchat #loveinit #countdowntochristmas #itson… https://t.co/f1fA9O97m2,1828,0,Unlabeled,2
@TiaN_Futbol @RealSaltLake @RealMonarchs are so blessed to have such a huge talent and giving person. Fingers cross… https://t.co/HAftwRrOpf,1829,0,Unlabeled,2
@tay_norwood dude same thing happened to me recently ��,1830,0,Unlabeled,2
NASA TV to Air Russian Spacewalk at the International Space Station via NASA https://t.co/gQeW7FIksN,1831,0,Unlabeled,2
@Chrysler I just got a new 2015 chrysler 200s 3 months ago and its been back in the Dealership for repairs for more then 42 days.,1832,0,Unlabeled,2
@AskPlayStation I just checked again and I'm not having the same issues I had earlier.Thanks for the help,1833,0,Unlabeled,2
@ZARA_Care I placed an order on 26th and it still has not been dispatched?,1834,0,Unlabeled,2
@Nordstrom - really? A massive box for 1 neck tie? Are you out of boxes? #weirdcybermonday https://t.co/oLCUJUrdIC,1835,0,Unlabeled,2
@AWSSupport My new password will not go through or even load on an Amazon account EverydayFamily . Can you please fix this issue.,1836,0,Unlabeled,2
"""Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may f… https://t.co/FQYJoGJ5nG",1837,0,Unlabeled,2
@EE couldn't be more useless! @O2 What you sayin'??,1838,0,Unlabeled,2
Tryihg to figure out how asking your customers to be open from 8am to midnight. With NO time frame whatsoever is ok @nationalgridus,1839,0,Unlabeled,2
@motorolaindia need service center info in Pune. Thanks,1840,0,Unlabeled,2
Forgot my fitbit at home. I feel so lost.,1841,0,Unlabeled,2
@MannyMua733 I AM DYYYINNGGGG ��������,1842,0,Unlabeled,2
When I can’t sleep I just watch random videos on Facebook. The other night I was watching how to cut a mango. I don… https://t.co/FtmeZPP9HE,1843,0,Unlabeled,2
"@Superdry_Care Yesterday, 20th July.",1844,0,Unlabeled,2
@rawb54 Lololololol I forgot you don't like beans either. This is why you guys get along so well.,1845,0,Unlabeled,2
@IKEAUKSupport @Adomelis V annoying as they were on display when they were never coming back in stock. Has everywhere run out?,1846,0,Unlabeled,2
@KFC_UKI two occasions now I've bought food to take home for the family and find items I've paid for not be in the bags!..,1847,0,Unlabeled,2
Been missing shows for three months thanks to @bt_uk not setting up our tv package. Save our Christmas @FreeviewTV #xmascatchup #saveourchristmas,1848,0,Unlabeled,2
@BeatsSupport Yes and you can barley hear the music,1849,0,Unlabeled,2
"@barefootboomer I’m guessing Trump wants to see tanks and armor, aircraft and MLRS going down Pennsylvania Ave. I c… https://t.co/heefv4wxpp",1850,0,Unlabeled,2
"Apparently @BNBuzz coupons that you get with membership are made of gold. I never got mine, and now I'm having to fight and wait. Seriously?",1851,0,Unlabeled,2
"@tiarachel91 @KendallPatrice I agree with Kendall to be nice, which Kendall exuded but Krystal needs to set herself… https://t.co/UCr3ZBn6k2",1852,0,Unlabeled,2
So happy that @McDonalds finally has the Eggnog milkshake out. Yummy! https://t.co/F7lMre4VEz,1853,0,Unlabeled,2
#return all @HP products @HPSupport can't even fix them,1854,0,Unlabeled,2
"@NortonSupport When I get back to a Windows device, sure.  But, what does it mean for it to grey out like that?",1855,0,Unlabeled,2
@hm_custserv 7pm and no sign of my next day delivery order- 2 days later. I need it by tomorrow how can I find out where it is???,1856,0,Unlabeled,2
"I'm giving away something for you on @Listia: Brand new keychain, ""When I saw you I fel. Get it here - https://t.co/rcU1grn3dU",1857,0,Unlabeled,2
@NBASTORESupport I'd like to cancel my order but it's not letting me contact your call centre. Can you please help me??,1858,0,Unlabeled,2
@XboxSupport My account has been permanently banned and I haven't been on my Xbox can you please help me,1859,0,Unlabeled,2
KIND - Precipitation Depiction 1:27 PM EST #inwx. Looking like plenty of fuel to get these super ells going. https://t.co/j4Csl94Dc5,1860,0,Unlabeled,2
Saban is getting out coached and outsmarted #FallTideFall,1861,0,Unlabeled,2
"Hey hey @Lightroom users, anyone else finding it is continually crashing since latest Mac update? Ugh!",1862,0,Unlabeled,2
"Oust #Nunes this November. His 22nd dist. in central CA is majority nonwhite, dem and ripe for flipping. They lock… https://t.co/R1xQKWztEg",1863,0,Unlabeled,2
@latinasmoak @muslimsmoak @usuallyobsessed OMG!! I’ve been so busy the last couple days I didn’t see this and now I… https://t.co/FK3qllwxJ9,1864,0,Unlabeled,2
@drewzyj Hey! Nice handle! Sorry to your followers who have to see a super thin me from 17 or 18 years ago. Lol,1865,0,Unlabeled,2
"@AskeBay hey, how can someone open a case against me the seller if the estimate time of delivery is Dec 19- Dec 27?",1866,0,Unlabeled,2
"For the record, I never thought he could run ANYTHING let alone our country! I think many, if not most, think the s… https://t.co/ecVWkYMK45",1867,0,Unlabeled,2
"17 threes.....not once, but twice this week. #theydontwantustobegreat https://t.co/19DCKJUDP9",1868,0,Unlabeled,2
@Nordstrom Nope. Still nada.,1869,0,Unlabeled,2
@FTC @nationalgridus only gas provider in Bklyn how is that not monopoly? Provide TERRIBLE service b/c no comp. 8am-11:59pm apt window. WTF,1870,0,Unlabeled,2
"Try AppBundle 2 for iPhone &amp; iPad! Get 250 Apps in 1, Including Games, #Utilities, Camera and Entertainment Apps. https://t.co/WjZnOCsgKO",1871,0,Unlabeled,2
@Lenovo_in @LenovoSupport I have a lenovo BT speaker - BT500. needs repairing. help me with the service center details in Hyderabad.,1872,0,Unlabeled,2
Fuck me live chat with BT and Vodafone is worse than the VWR,1873,0,Unlabeled,2
@betabay @badcrypto @tonilanec @mahbodmoghadam @scottrogers What’s sad is that @coinbase led an initiative back in… https://t.co/YkFK5NqNCN,1874,0,Unlabeled,2
@HPSupport How do I escalate a complaint which has been outstanding for a month now regarding an item I purchased from your store that does not match its description?,1875,0,Unlabeled,2
"This “journalist” has no clue the harm he is doing by fear mongering. Good Lord, help us. https://t.co/O1CxIaD1fl",1876,0,Unlabeled,2
@MikeMiss975 Ok real quick Mike The Safety Andrew Sendejo for the Vikings intends to play! What?!!! his concuss… https://t.co/esHKVSBjcE,1877,0,Unlabeled,2
@djtoastbunny Zoloft/sertraline. But it's not even been two weeks yet. It's too early to know if it will help or not.,1878,0,Unlabeled,2
https://t.co/XCciNRcDwk,1879,0,Unlabeled,2
@Hazukari what even is the point of the post? to shame people who are fans of LotL under the guide of like... passi… https://t.co/XyTF4NLicN,1880,0,Unlabeled,2
@JetBlue Thank you Nicole on flight 238 for being so kind...you just made the couple sitting next to me very happy! Nice work!,1881,0,Unlabeled,2
@KyleGaldeira I just drove by. Really large cement chunks from the freeway.,1882,0,Unlabeled,2
I went to @BNBuzz and was mistreated #lostbuisness,1883,0,Unlabeled,2
Is there anyone that can answer a question for me @GeorgiaPower,1884,0,Unlabeled,2
@ZARA_Care I have sent you a DM please look into this,1885,0,Unlabeled,2
It's official: @ATT is run by idiots. How in the hell can someone make an almost $400 fraudulent purchase using my… https://t.co/yePX0rpkvU,1886,0,Unlabeled,2
@ASOS_HeretoHelp hi I returned an item last week. Can I get a status on refund?,1887,0,Unlabeled,2
If she didn't have a need to be online for work right now I would definitely have her leave. But because she needs… https://t.co/c7yz8VW2lP,1888,0,Unlabeled,2
Vote for Noah! #voicesavenoah,1889,0,Unlabeled,2
We're about the only people in this @DICKS and still can't get anyone to help us. #customerservice https://t.co/70R5PMOck1,1890,0,Unlabeled,2
"Build new system? @nvidia forgot to put a bootable USB stick with the cards. So buy another card, install with that and put the fermi in.",1891,0,Unlabeled,2
Im craving McDonalds breakfast);,1892,0,Unlabeled,2
@RelianceDigital I have been waiting for a week now. @WhirlpoolCare doesn't seems to care about Indian customers.,1893,0,Unlabeled,2
@DropboxSupport any answer on my tweet?,1894,0,Unlabeled,2
I wanna break out all my bright lipsticks again and have it be seasonally appropriate,1895,0,Unlabeled,2
@Moto_Support I m regreting to purchase G5s plus Moto.,1896,0,Unlabeled,2
My mom bought two pumpkin pies a week ago. I’m the only one who eats pumpkin pie. Guess how much I’ve had so far? W… https://t.co/KexvLOxuSC,1897,0,Unlabeled,2
When you’re trying to figure out how to work the chemistry problems on the study guide and realize there’s no way t… https://t.co/dQbEzahX0X,1898,0,Unlabeled,2
"@AskeBay hello, I received an email to say my order has been delayed but the email doesn't tell me which order it's relating to?",1899,0,Unlabeled,2
"Hey @HondaCustSvc, how long should a transmission last on a Honda Civic Hybrid? Mine needs to be replaced after 5 yrs. Not a happy customer!",1900,0,Unlabeled,2
Started 2018 off by being an idiot so at least I'm keeping that consistent,1901,0,Unlabeled,2
Just picked up 3-day-old @CuveeCoffee beans from @WholeFoods #ATX,1902,0,Unlabeled,2
"@XboxSupport No, see screenshot. It's the app. I got it straight off the playstore on Android.",1903,0,Unlabeled,2
@VirginTrains So you bump the prices up. How's that fair,1904,0,Unlabeled,2
I was having a great week until I lost my Fitbit :/,1905,0,Unlabeled,2
@beatsbydre just saw this this morning. Was not like this when I took them off last night. Suggestions? https://t.co/ixKkqmYwB0,1906,0,Unlabeled,2
Excuse me @NBASTORE but how come there's no @DeAndre all star merchandise? I really wanted to get a jersey,1907,0,Unlabeled,2
@blackanddecker Thank you very much. http://t.co/Amd1lUH7x1,1908,0,Unlabeled,2
"Brown bears take the game of tag very, very seriously. #BearoftheDay (PC: IG user marciodonizete.72) https://t.co/CtmVNAbN8p",1909,0,Unlabeled,2
@FitbitSupport I refer to the fitbit application on Apple Iphone!,1910,0,Unlabeled,2
@i_powpow Happy Turkey Day!!,1911,0,Unlabeled,2
"@RailMinIndia my pnr was 6602592898,I don't know why you looking wrong pnr, request you to look this issue",1912,0,Unlabeled,2
*Screams into the void as InDesign crashes* https://t.co/8acpyAtElA,1913,0,Unlabeled,2
"People are always giving away kudos to him, kudos to her, kudos to them.. I don't like this word and how frequentl… https://t.co/xRkFRzPNPL",1914,0,Unlabeled,2
@ChristianLeave https://t.co/Z0cnOvN73u,1915,0,Unlabeled,2
@AOLSupportHelp had an email address that I used long time ago. Logged in today and all email are gone. Can I get these back?,1916,0,Unlabeled,2
@AirAsiaSupport i want to knwo my refund processing. my inquiry number is 00922935.,1917,0,Unlabeled,2
I'm canceling my @AppleMusic account because @AppleSupport broke my @beatsbydre ear piece and refuse to fulfill its warranty,1918,0,Unlabeled,2
"Good-bye to the flaming piece of shit that was 2017. Hello, lingering odors and pile of ash comprising 2018.",1919,0,Unlabeled,2
"@LenovoSupport @windows whenever I turn my laptop on, it just shows the startup screen forever and won't actually turn on. This model doesn't allow me to take the battery out so I cant try that or anything.",1920,0,Unlabeled,2
"@Koalaify_ done, but it's fake",1921,0,Unlabeled,2
@TwitterSupport can someone please help me??,1922,0,Unlabeled,2
petition for @ASOS to make clothes in both 'petite' and 'curve' for those of us who are both fat and short,1923,0,Unlabeled,2
@ShortFormErnie when I hit their paywall @washingtonpost won't let me sign in on mobile using Amazon Prime. The button just doesn't work,1924,0,Unlabeled,2
@IRCTC_Ltd used bed sheet in Nagpur CSTM Duronto 2nd AC COACH,1925,0,Unlabeled,2
"@MicrosoftHelps I'm trying to renew my ea access subscription but its not letting me, any help?",1926,0,Unlabeled,2
@UPS This is unacceptable!!! This is how my package arrives? https://t.co/5iPLYaz65J,1927,0,Unlabeled,2
5 people followed me // automatically checked by https://t.co/IGZJ5CNPa6,1928,0,Unlabeled,2
Really super inconvenient @SouthwestAir for losing my luggage.,1929,0,Unlabeled,2
"@albinokid All these years later, I still listen to the version of 'Peace on Earth/LDB' that you did with Everett B… https://t.co/tOG2wEK9no",1930,0,Unlabeled,2
@British_Airways I would suggest some basic communication with your passengers would be a good start.,1931,0,Unlabeled,2
i tucked liza in under this blanket just for fun thinking she was gonna kick it off and she just snuggled in furthe… https://t.co/2hptV9TmEm,1932,0,Unlabeled,2
@Delta DL4447 from MBS to Manila 11/17/17,1933,0,Unlabeled,2
Russia’s Biggest Bank Pilots Money Transfer on an IBM Blockchain https://t.co/qzoK1u54wz,1934,0,Unlabeled,2
@JimGaffigan the mcrib is back jim,1935,0,Unlabeled,2
@SEPTA_SOCIAL Good morning Ken,1936,0,Unlabeled,2
Sunset over the river on Michigan. #chicagogram #chicagoriver #photography @ The Magnificent Mile https://t.co/2o8Yi81bup,1937,0,Unlabeled,2
@IHGService Wasn't there normal service in the first place? Your answer lacks answers.,1938,0,Unlabeled,2
@SEPTA_SOCIAL the 8:33 am 42 bus never came to 10th &amp; walnut,1939,0,Unlabeled,2
@BootsUK  why is your site permanently out of stock on the NYX Honey Dew Me Up Primer?,1940,0,Unlabeled,2
My Moto g5s plus battery percentage decreases on charging.And sometime it jumps from 45% to 77% in seconds and drained from 77% to 56% in seconds.What might be the issue??Using the orginal moto turbo charger. @motorolaindia @FansMotorola @Moto @Moto_Support,1941,0,Unlabeled,2
"@pchdotcom Woohoo, I will be waiting. ����",1942,0,Unlabeled,2
I'm in the running to win a $100 gift card thanks to @earnhoneydotcom ! #EarnHoney https://t.co/ajWGq9de12,1943,0,Unlabeled,2
@FC_Help Hey i was wondering if you were getting any more gold samantha sequin dresses in? Desperate for one!,1944,0,Unlabeled,2
@IKEAUKSupport So none available today but showing 'low in stock' on your website. Why? Pointless wasted journey.,1945,0,Unlabeled,2
Will @hulu be streaming @blacklightning as it goes?,1946,0,Unlabeled,2
I checked in at 99 Ranch Market on #Yelp https://t.co/TYFFV00HQh,1947,0,Unlabeled,2
@NikeSupport Unfortunately it was my first marathon so my pace was all over the place...just need an assurance that this error won't recur,1948,0,Unlabeled,2
@motorolaindia @Moto_Support by when the g4+ will get the update to oreo ?,1949,0,Unlabeled,2
"@AaronOfMavis Thanks man, really appreciate it!",1950,0,Unlabeled,2
@Nordstrom Ripoff Company scammed out of $40 on the Nordstrom Card. Customer care told me too bad,1951,0,Unlabeled,2
"@Novaesoul ...between the sheets. (sorry, had to)",1952,0,Unlabeled,2
"@FC_Help I have just received an email regarding an order I've placed.  I don't recall placing any order with you, so please can you advise?",1953,0,Unlabeled,2
@united The confusion was on the part of your employee. And then I suffered the consequences.,1954,0,Unlabeled,2
@Bob_Pike @cb41596 Nice!!,1955,0,Unlabeled,2
"@BurberryService Hi, I've got an old Burberrys Prorsum Mac and am in need of a replacement button, do Burberry still carry old buttons?",1956,0,Unlabeled,2
"@AskeBay It shows in ""My eBay"" all selling as well.",1957,0,Unlabeled,2
@GEICO_Service how do get copies of what I pad for auto insurance,1958,0,Unlabeled,2
@Scooby_Follows #IFB Today! ��#TuesdayWisdom,1959,0,Unlabeled,2
@roblee4 It does count as an official miracle that you didn’t roll your eyes so far back into your head that you can see behind you right?,1960,0,Unlabeled,2
@TheEmpressIvory Sadist women are the best,1961,0,Unlabeled,2
@AskPlayStation Can i delete the whole game and then get it back.  This is not working,1962,0,Unlabeled,2
My failed mission to find God -- and what I found instead | Anjali Kumar https://t.co/lcomrdvGod,1963,0,Unlabeled,2
"@beatsbydre hi, my earphones are falling apart from the seams. How do I get this repaired? https://t.co/shUdhfGK6S",1964,0,Unlabeled,2
@FUNimation @BandaiNamcoUS Either one!! ^-^,1965,0,Unlabeled,2
"@JacobNottingham A lot of the good ones were already said, but my 80’s geek got to me with GLOW.",1966,0,Unlabeled,2
@XboxSupport trying to get on cod WWII not updating and when I try play it it takes me to Microsoft Store,1967,0,Unlabeled,2
@SEPTA_SOCIAL Airport Line,1968,0,Unlabeled,2
@triedwfire @JGrassman Yes. TY both for your wise words.,1969,0,Unlabeled,2
Wow!! https://t.co/VcgHx4F5Ka,1970,0,Unlabeled,2
Hi @JetBlue do you have any information that would ease the panicked-and-stressed guardians of unaccompanied minors traveling with you? Will a guardian be able to pick the minors up at the gate or is that an airport-by-airport determination? Thanks!! #jetbluerocks,1971,0,Unlabeled,2
Can't believe how bad @beatsbydre powerbeats3 are. 20 minute train journey and not got through one song because I keep reseting @Apple #shit,1972,0,Unlabeled,2
@TopmanAskUs is there really nothing that can be done if I've taken tags off of Jeans to exchange. Bought only yesterday..,1973,0,Unlabeled,2
@hm_custserv when will these tartan trouser be in the UK? I need them https://t.co/iGvb0mnVsG,1974,0,Unlabeled,2
@Roadman_Level Real talk: its not that hard. Can you Rollerblade?,1975,0,Unlabeled,2
"God is good all the time, and all the time, God is good. ����",1976,0,Unlabeled,2
@NikeSupport hi guys. My battery switched off just before I could end a session on the NTC app. How do I restore or add it in by myself?,1977,0,Unlabeled,2
@stephanaee with your amazing boyfriend��,1978,0,Unlabeled,2
@Chrysler Buy my lemon back! No heat. Chrysler tries to fix 5 times &amp; still No heat &amp; AC leaks coolant &amp; water into car. rain floods car 2,1979,0,Unlabeled,2
@FC_Help   i need to check my order,1980,0,Unlabeled,2
@TheFrankOzJam Gotta go with Fozzie and Bert,1981,0,Unlabeled,2
@Delta I booked 2 tickets last night... one for me and one for a friend... can you help me move a seat?,1982,0,Unlabeled,2
@NYTsupport my NYT digital subscription account keeps logging me out when I go to read opinion pieces. Any suggestions?,1983,0,Unlabeled,2
@GBPlitz thanks-only been to 1919 before it was 1919. Been to titletown for drinks but not food.,1984,0,Unlabeled,2
@JohnLegere @JohnLegere following in hopes I at least get sent a keychain ��,1985,0,Unlabeled,2
@LBrookieF I thought the Zach dude was cute LOL,1986,0,Unlabeled,2
Lost my Fitbit in the last 30 minutes of my work day &amp; have absolutely no idea where the hell it is.,1987,0,Unlabeled,2
@AriProuteur It's coming lets start with this Ari https://t.co/BQwPQKUaZF,1988,0,Unlabeled,2
now i can watch people pick their nose in their cars at red lights,1989,0,Unlabeled,2
@Moto_Support service provider in Bangalore for my Motorola Xoom mz601,1990,0,Unlabeled,2
@AmericanAir your gate agent at H16 for ORD/DEN tonight was awful. No compassion. Lots of us running b/c YOUR flight late. Not our fault!!!!,1991,0,Unlabeled,2
@NaNoWordSprints Oh! But it is a dark and stormy night in my novel! :D,1992,0,Unlabeled,2
@samararedway,1993,0,Unlabeled,2
@ReganDuckworth You say that now that I’m in Minnesota,1994,0,Unlabeled,2
"@NBCBlacklist To be happy, and find more happiness in the little things",1995,0,Unlabeled,2
@Delta plane in #Atlanta has been on the tarmac for an hour. Is this typical? What's the delay?,1996,0,Unlabeled,2
@TolarianCollege do you have a business email you could be reached at? Thanks!,1997,0,Unlabeled,2
@CarsonArthur @LeighAnnAllaire @blackanddecker love this trimmer! Making the sidewalk look sharp http://t.co/9XBRm9cl9i,1998,0,Unlabeled,2
"Congrats #Eagles - now when I tell my kids ""cheaters never win"" they can't say ""but what about the #Patriots?"" #SuperBowl",1999,0,Unlabeled,2
@MIGOP https://t.co/Ra1dy8LrgK Meanwhile Bank of America decides squeezing more money from the poor is a good idea.,2000,0,Unlabeled,2
@awscloud Other than card payment why don't we (in india) have other forms (like net banking) of payment to pay AWS bills.,2001,0,Unlabeled,2
@comcastcares is gigabit available in 23139?,2002,0,Unlabeled,2
@medium Can I hide a post that I already published on medium without deleting that?,2003,0,Unlabeled,2
When you did a complete Windows reset on your @LenovoSupport laptop and it still bluescreens with Unexpected_Store_Exception...,2004,0,Unlabeled,2
@WholeFoods why did you all get rid of the crispy avacado taco!?! :'((((,2005,0,Unlabeled,2
@motorolaindia Hi how to add multiple bluetooth devices to Moto M ??,2006,0,Unlabeled,2
@Yelp how does some report an overly aggressive Yelp sales person who does not take no for an answer?,2007,0,Unlabeled,2
@KFC_UKI one of these is a hot wing and one is SUPPOSED to be a piece of original recipe. Shocking. One bites worth. https://t.co/RPTGVDCtFT,2008,0,Unlabeled,2
"It might seem as if your work is never done, but if you contin... More for Cancer https://t.co/pWz1LIH0hX",2009,0,Unlabeled,2
@AmazonHelp i have a echo &amp; dot but one stops the other working saying you are streaming from another device ?,2010,0,Unlabeled,2
The Aziz's of the world take and take and then say they've taken your negative reaction to heart. But it's not real… https://t.co/aXVPOYR4DO,2011,0,Unlabeled,2
@AirAsiaSupport Is flight AK363 from Surabaya to Kuala Lumpur at 20:50 still operating?,2012,0,Unlabeled,2
Still think this is a solid idea. �� https://t.co/Kc08iNV9ha,2013,0,Unlabeled,2
@ltsGREYSquotes @brittbsg25,2014,0,Unlabeled,2
"@ThreeUKSupport You're not my mum! (Dolly mixtures are already open, send help.)",2015,0,Unlabeled,2
@BestBuySupport DM Sent,2016,0,Unlabeled,2
@victoriajean14 @AdrianMarie519 @BrystalBaldwin1 @shelbs_rude217 @Elena_Masuri I’m glad it’s not just me your mom is sending these to ��,2017,0,Unlabeled,2
I just cashed out $30.20 from @FusionCash. You can too: https://t.co/wExNy2q1zC $5 signup bonus!,2018,0,Unlabeled,2
@hpsupport [Catridge failure not even used much ] #hpoj5740 #cartridgefailure #hpAIOi,2019,0,Unlabeled,2
"@EE Great, but can I text with wi fi calling",2020,0,Unlabeled,2
I saw Goody Proctor with the devil!!!,2021,0,Unlabeled,2
"@NikeSupport In Nike + app, how do you turn off receiving notifications to ""send cheers"" to friends?",2022,0,Unlabeled,2
Weirdly invested in Justice League appearing on the in flight entertainment on @AmericanAir. Seems like the perfect plane movie.,2023,0,Unlabeled,2
@AmazonHelp @C4EAsh give the timeline by which I'll receive my cashback which I should have received by 15th October 2017.,2024,0,Unlabeled,2
one person followed me // automatically checked by https://t.co/S0xkb1HNIM,2025,0,Unlabeled,2
@BTCare Seven working days and still waiting patiently @bt_uk,2026,0,Unlabeled,2
@HMRCcustomers Trying to change my tax code online as personal allowance being applied to a job in no longer at- can you help?,2027,0,Unlabeled,2
"@RockStar_Rams @WillramWallace I love it, trench play is ��",2028,0,Unlabeled,2
@AdamSchein just FYI on Brady “not congratulating the Eagles” https://t.co/tHVwjo3l1t,2029,0,Unlabeled,2
@KenyaPower_Care Thanks buts unable to DM you,2030,0,Unlabeled,2
@BestBuySupport  I have raised chat issue on forum couple of days back have not got any reply can some one please help me,2031,0,Unlabeled,2
@systerfrida What?,2032,0,Unlabeled,2
@UbisoftSupport I made a support ticket on 11/20 and I was told it would take 48 hours to get a reply and I haven't heard a thing,2033,0,Unlabeled,2
@SCI_Official I thank him for what he was able to capture for us! Thanks Kyle love ya! @KyleOnKeys,2034,0,Unlabeled,2
@samjfranco RIGHT. Omg my dream,2035,0,Unlabeled,2
"@DashDvsh True, it's overdue lol.",2036,0,Unlabeled,2
@80sThen80sNow I love that album!,2037,0,Unlabeled,2
@AmericanAir But the bathroom is still NOT working!!,2038,0,Unlabeled,2
"@RealJoltCola @subethasoftware Old Jolt was 12 ounce cans at 71.2 mg, so I have read. If new Jolt is 16 ounce cans… https://t.co/T59P8166ln",2039,0,Unlabeled,2
@KilaMarieOnline @YouTube Thanks boo�� miss you!,2040,0,Unlabeled,2
@Sisanie Ugh I felt her pain. So heartbreaking,2041,0,Unlabeled,2
@shrekfanforever Story of my life,2042,0,Unlabeled,2
@RealitySteve Can't wait to see what tattoo Grant gets this time. Maybe a koala tramp stamp. #BachelorInParadise #BachelorNation,2043,0,Unlabeled,2
@erika_nicastrox @enews Me too! He looks so much better,2044,0,Unlabeled,2
What the fuck? @Apple https://t.co/nnGMGsfmIb,2045,0,Unlabeled,2
"@AskeBay Hello, there is a rare restriction with my account, all the products I have won and paid in a very short time, I am preparing myself for a trip and urgently need to remove that restriction at the time of auction! pic.twitter.com/Sm1RYNabzR",2046,0,Unlabeled,2
@SirLarr what antivirus do you use? I'm sick of Norton eating all my memory....,2047,0,Unlabeled,2
@turbotax  where do I include the Pennsylvania estimated taxes I paid in 2016.  There's no place for it that I can see.,2048,0,Unlabeled,2
"@Delta Thanks, I'll have to stick with my original plans and fly Monday morning. Thanks anyways.",2049,0,Unlabeled,2
@TwitterSupport @TwitterSupport help me out folks.,2050,0,Unlabeled,2
@turbotax what in the world. Major error in refund calculation in state taxes. 90% difference! Is there a contact for an error like this?,2051,0,Unlabeled,2
@nationalgridus You guys know there is a #blackout in #Lynn #Massachusetts Is it affecting other cities as well?,2052,0,Unlabeled,2
#comcast why are you not on the same page as the cable installers?! u guys driving me nuts! @comcastcares,2053,0,Unlabeled,2
"@DICKS  Want to buy Timberland Pro boots. Your website states 25% off. Checked exclusions, they are not listed, still no deduction in cart.",2054,0,Unlabeled,2
@mzrules @YouTube I love our #outdoorfun ! Can't wait for the next one! #Lady too!,2055,0,Unlabeled,2
# virgin media as usual full of lies lies lies !!!,2056,0,Unlabeled,2
@thapthidaaa That’s what she said @thapthidaaa,2057,0,Unlabeled,2
@VodafoneIN  hello still no response what a low grade company and service realy it's slow then tortoise,2058,0,Unlabeled,2
@BestBuySupport It says order out if stock when I pre ordered a month in advance,2059,0,Unlabeled,2
Why are there two WaPo apps? @washposthelp,2060,0,Unlabeled,2
@CocaCola Someone is cutting onions in here,2061,0,Unlabeled,2
@HarrodsService sent an email regarding an item which arrived damaged and I haven't had a reply. I require a replacement asap,2062,0,Unlabeled,2
I'm not complaining but the only employment requirement for Zoup in Avon is apparently: does your ass look amazing… https://t.co/lNxTt1ZHmY,2063,0,Unlabeled,2
Wow. Nice work @UPS. Days late AND smashed. Awesome @UPSHelp https://t.co/C2nupe1TLI,2064,0,Unlabeled,2
@HarrodsService staff have to be approved to have tea in The Georgian? Have been bringing family and friends for years! Felt very awkward,2065,0,Unlabeled,2
@TwitterSupport Please help,2066,0,Unlabeled,2
McAdoo McDaniels McDonalds Hmmm...see a pattern? They're all clowns...,2067,0,Unlabeled,2
@Medium Is there any way to create an internal (private) company publication that wouldn't be accessible to the public? (Password / Login),2068,0,Unlabeled,2
@AmericanAir The number is incomplete,2069,0,Unlabeled,2
@SqSupportUK web &amp; app software sync? Set default message for invoice on web but it doesn't sync to app. Always deleting default text in app,2070,0,Unlabeled,2
@ToppsDigital @ToppsSWCT @starwars 2002Daddy....Laugh it up fuzz ball!,2071,0,Unlabeled,2
Oh a thread. https://t.co/HGpPna28zd,2072,0,Unlabeled,2
@brit_bruno playin’ the drums again? lol,2073,0,Unlabeled,2
"@pattonoswalt Have to ask, what was the pitch here? I’m guessing you stopped them at “ok, you’re naked except for a diaper...”",2074,0,Unlabeled,2
@beatsbydre so my new powerbeats3 came missing an tip. Will you send new ones?,2075,0,Unlabeled,2
Alta not displaying when tapping. Fully charged displays when on charger. Any suggestions?@FitbitSupport,2076,0,Unlabeled,2
@_lindsayyidk Shouldn't you be paying attention in class.,2077,0,Unlabeled,2
@greateranglia Then why is the train going back ! What is the plan for my onward journey,2078,0,Unlabeled,2
It’s finally time to see #TheLastJedi !!!!,2079,0,Unlabeled,2
@Medium is offline mode ever coming to Android just like it did for iOS?,2080,0,Unlabeled,2
